"","coords.x1","coords.x2"
"194",553415.08124444,475973.256221512
"195",436497.776656312,435428.744570001
"196",431023.440148992,436239.05120991
"197",482226.723806577,440616.280173351
"198",476962.19688218,438835.374537387
"199",486955.303181369,437084.565418342
"200",480248.304087318,432547.147534215
"201",509509.880780553,563135.516348205
"202",521320.373095762,470423.556026829
"203",495425.671123446,564321.540959355
"204",580338.669289795,435455.600890289
"205",494280.999493406,565758.775027689
"206",440653.347348038,427196.307087419
"207",452805.854948276,421718.15108605
"208",470692.886964002,434798.758533897
"209",462365.570897098,470432.81359996
"210",444971.261138852,425868.946522877
"211",469730.873515966,455687.772581278
"212",471239.825837213,422690.083762534
"213",447560.933419419,396720.375706893
"214",504738.780284851,464890.688897599
"215",443914.194539335,448332.26225912
"216",480765.530100863,387489.283613187
"217",431215.93740856,437929.479893058
"218",473422.217160987,474108.506190029
"219",486319.339246615,463045.63681745
"220",478972.776427333,531243.426702136
"221",502899.535003034,544143.89872976
"222",482649.032551414,529395.265464597
"223",459955.499224611,499307.587136235
"224",460599.104444434,571806.210458978
"225",459955.499224611,499307.587136235
"226",476113.866125259,461733.310711088
"227",455043.373446554,529412.620709759
"228",432829.106833639,420702.186619442
"229",609630.771850452,533205.652563307
"230",488149.809550686,405920.497496786
"231",482677.969645815,588380.596690536
"232",456846.244888922,475969.729266387
"233",466006.597070903,391185.483256978
"234",464183.027820473,426203.087862326
"235",460514.731518157,453850.606835332
"236",427359.024801314,468629.36512209
"237",460514.731518157,453850.606835332
"238",480857.120981062,628922.191313211
"239",486364.818421115,623390.793693813
"240",490001.400172241,464891.490177731
